Year,Average Age Range,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2018,50-59 Years Old,3.0,190.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,60-69 Years Old,2.0,371.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,70-79 Years Old,2.0,78.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,80-89 Years Old,2.0,157.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2018,90-99 Years Old,3.0,589.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,0-9 Years Old,4.0,427.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,10-19 Years Old,4.0,535.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,20-29 Years Old,4.0,643.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,30-39 Years Old,3.0,741.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,40-49 Years Old,4.0,435.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,50-59 Years Old,3.0,396.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,60-69 Years Old,3.0,478.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,70-79 Years Old,2.0,179.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,80-89 Years Old,2.0,424.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2019,90-99 Years Old,1.0,382.0,Orange,South Central,Mission Viejo & Rancho Santa Margarita (West) Cities
2015,0-9 Years Old,5.0,435.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,10-19 Years Old,5.0,424.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,20-29 Years Old,3.0,1028.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,30-39 Years Old,4.0,438.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,40-49 Years Old,4.0,444.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,50-59 Years Old,3.0,258.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,60-69 Years Old,2.0,185.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,70-79 Years Old,2.0,195.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,80-89 Years Old,2.0,43.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,90-99 Years Old,1.0,558.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,0-9 Years Old,4.0,306.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,10-19 Years Old,4.0,729.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,20-29 Years Old,4.0,523.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,30-39 Years Old,3.0,590.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,40-49 Years Old,4.0,441.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,50-59 Years Old,3.0,385.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,60-69 Years Old,2.0,347.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,70-79 Years Old,2.0,298.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,80-89 Years Old,4.0,0.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2016,90-99 Years Old,2.0,1146.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,0-9 Years Old,4.0,363.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,10-19 Years Old,4.0,314.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,20-29 Years Old,3.0,705.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,30-39 Years Old,4.0,591.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,40-49 Years Old,4.0,353.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,50-59 Years Old,3.0,293.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,60-69 Years Old,2.0,394.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,70-79 Years Old,2.0,78.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,80-89 Years Old,3.0,582.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2017,90-99 Years Old,2.0,1442.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,0-9 Years Old,4.0,471.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,10-19 Years Old,4.0,483.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,20-29 Years Old,4.0,917.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,30-39 Years Old,3.0,579.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,40-49 Years Old,4.0,461.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,50-59 Years Old,3.0,351.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,60-69 Years Old,2.0,454.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,70-79 Years Old,2.0,588.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,80-89 Years Old,2.0,1024.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2018,90-99 Years Old,4.0,955.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,0-9 Years Old,4.0,418.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,10-19 Years Old,4.0,593.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,20-29 Years Old,4.0,266.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,30-39 Years Old,4.0,594.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,40-49 Years Old,4.0,494.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,50-59 Years Old,3.0,334.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,60-69 Years Old,3.0,169.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,70-79 Years Old,2.0,390.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,80-89 Years Old,2.0,443.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2019,90-99 Years Old,2.0,1380.0,Orange,Southeast,Rancho Santa Margarita City (East) & Ladera Ranch
2015,0-9 Years Old,5.0,844.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,10-19 Years Old,4.0,542.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,20-29 Years Old,4.0,1082.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,30-39 Years Old,4.0,1006.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,40-49 Years Old,4.0,778.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,50-59 Years Old,3.0,339.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,60-69 Years Old,2.0,389.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,70-79 Years Old,2.0,272.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,80-89 Years Old,2.0,366.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,90-99 Years Old,2.0,0.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,0-9 Years Old,4.0,981.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,10-19 Years Old,4.0,901.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,20-29 Years Old,3.0,1023.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,30-39 Years Old,3.0,1021.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,40-49 Years Old,3.0,731.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,50-59 Years Old,3.0,512.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,60-69 Years Old,2.0,376.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,70-79 Years Old,2.0,272.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,80-89 Years Old,2.0,225.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2016,90-99 Years Old,2.0,423.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,0-9 Years Old,5.0,1035.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,10-19 Years Old,4.0,1048.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,20-29 Years Old,3.0,836.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,30-39 Years Old,4.0,975.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,40-49 Years Old,3.0,928.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,50-59 Years Old,3.0,622.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,60-69 Years Old,2.0,364.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,70-79 Years Old,2.0,194.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,80-89 Years Old,2.0,321.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2017,90-99 Years Old,2.0,815.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,0-9 Years Old,4.0,1013.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,10-19 Years Old,4.0,780.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,20-29 Years Old,3.0,974.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,30-39 Years Old,3.0,1212.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,40-49 Years Old,3.0,896.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,50-59 Years Old,3.0,520.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,60-69 Years Old,2.0,373.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,70-79 Years Old,2.0,347.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,80-89 Years Old,2.0,149.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2018,90-99 Years Old,2.0,445.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,0-9 Years Old,5.0,894.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,10-19 Years Old,5.0,1070.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,20-29 Years Old,4.0,1201.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,30-39 Years Old,4.0,1000.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,40-49 Years Old,4.0,835.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,50-59 Years Old,3.0,551.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,60-69 Years Old,2.0,315.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,70-79 Years Old,2.0,115.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,80-89 Years Old,2.0,140.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2019,90-99 Years Old,2.0,830.0,Orange,Southwest,"San Clemente, Laguna Niguel & San Juan Capistrano Cities"
2015,0-9 Years Old,4.0,1010.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,10-19 Years Old,4.0,661.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,20-29 Years Old,3.0,1154.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,30-39 Years Old,3.0,1137.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,40-49 Years Old,4.0,848.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,50-59 Years Old,3.0,551.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,60-69 Years Old,2.0,461.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,70-79 Years Old,2.0,433.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,80-89 Years Old,2.0,401.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,90-99 Years Old,1.0,318.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,0-9 Years Old,4.0,855.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,10-19 Years Old,4.0,542.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,20-29 Years Old,4.0,1321.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,30-39 Years Old,3.0,1164.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,40-49 Years Old,3.0,788.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,50-59 Years Old,3.0,435.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,60-69 Years Old,2.0,625.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,70-79 Years Old,2.0,192.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,80-89 Years Old,2.0,301.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2016,90-99 Years Old,2.0,906.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,0-9 Years Old,4.0,391.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,10-19 Years Old,4.0,795.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,20-29 Years Old,3.0,1087.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,30-39 Years Old,3.0,834.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,40-49 Years Old,4.0,791.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,50-59 Years Old,3.0,833.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,60-69 Years Old,2.0,457.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,70-79 Years Old,2.0,337.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,80-89 Years Old,2.0,338.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2017,90-99 Years Old,1.0,599.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,0-9 Years Old,4.0,744.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,10-19 Years Old,4.0,918.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,20-29 Years Old,3.0,1306.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,30-39 Years Old,3.0,1401.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,40-49 Years Old,3.0,928.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,50-59 Years Old,3.0,641.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,60-69 Years Old,2.0,459.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,70-79 Years Old,2.0,342.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,80-89 Years Old,2.0,615.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2018,90-99 Years Old,2.0,535.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,0-9 Years Old,4.0,1036.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,10-19 Years Old,4.0,787.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,20-29 Years Old,3.0,1314.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,30-39 Years Old,3.0,1382.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,40-49 Years Old,3.0,991.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,50-59 Years Old,3.0,554.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,60-69 Years Old,2.0,526.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,70-79 Years Old,2.0,487.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,80-89 Years Old,2.0,450.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2019,90-99 Years Old,2.0,749.0,Orange,West Central,"Newport Beach, Aliso Viejo & Laguna Hills Cities"
2015,0-9 Years Old,5.0,601.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,10-19 Years Old,5.0,578.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,20-29 Years Old,4.0,662.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,30-39 Years Old,4.0,565.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,40-49 Years Old,3.0,511.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,50-59 Years Old,3.0,342.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,60-69 Years Old,2.0,231.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,70-79 Years Old,2.0,125.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,80-89 Years Old,2.0,224.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2015,90-99 Years Old,1.0,201.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,0-9 Years Old,4.0,837.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,10-19 Years Old,5.0,605.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,20-29 Years Old,4.0,543.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,30-39 Years Old,4.0,769.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,40-49 Years Old,3.0,501.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,50-59 Years Old,2.0,284.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,60-69 Years Old,2.0,177.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,70-79 Years Old,2.0,131.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,80-89 Years Old,2.0,171.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2016,90-99 Years Old,2.0,151.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,0-9 Years Old,4.0,613.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,10-19 Years Old,4.0,698.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,20-29 Years Old,3.0,580.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,30-39 Years Old,3.0,663.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,40-49 Years Old,3.0,614.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,50-59 Years Old,2.0,353.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,60-69 Years Old,2.0,178.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
2017,70-79 Years Old,2.0,142.0,Riverside,Central,"Cathedral City, Palm Springs & Rancho Mirage Cities"
